,text,No_of_tags,Tag,Month,No_of_ans,vote_ans,qual_ans,has_accepted_ans,has_code_col,question_text_len,user_reputation,No_of_votes,quality,predicted_classlabel
4557, could you please list all possible sources of  ?     btw  if i just write    can i get the implementation of the interface class?  ,4,spring,12,2,1 0,100 50,0,1,132,6,0,0,0
4558, in a running spring app  could it monitor a folder under which i could put more configuration file in which more beans are defined? i don't want to stop the app  but want the ability to add load more beans  so i am thinking of create a folder  and then put bean definitions into that folder  and let spring to pick it up and initialize the beans. i am wondering whether it is doable or not  ,2,spring,12,2,1 0,41 85,1,0,392,986,0,74,1
4559, i have a project in wich i would like to use some benefits of aop  this wasn't made from me so i can't change too much about configuration  at this step is where i need some advice due i want to use spring aop but  when or how initialice correctly the spring context?    thanks to all!  ,4,spring,12,2,0 0,63 89,0,0,288,11,0,0,0
4560, i do get an error message which suggest that logging was not found although i do have log4j2 dependency and jars are present as well as i exclude commons-logging from spring core jar. yet something is still wrong and i do not know what?    here is the error:          and this is part of the pom.xml       ,5,spring,12,2,1 0,100 63,0,1,307,1293,1,82,1
4561, i am currently working on a maven project with dependencies on spring 2.5 and hibernate 3.6. however  i am experiencing a problem on this portion of code:         the following are the problems:      serviceregistry class is not found in library;   serviceregistrybuilder class is not found in library;   configuration.buildsessionfactory(serviceregistry) cannot resolved type      are there any alternative code for this  without  upgrading and downgrading to another spring and hibernate versions?  ,5,spring,12,2,0 0,61 17,0,1,502,8,0,17,0
4562," i'm still new with java and spring  currently i'm trying to map \""/buku/\"" to my home.jsp  but it's doesnt seems to work.      homecontroller.java           home.jsp           web.xml           book-servlet.xml          i run my tomcat server and trying to access localhost:8080/buku/ and it won't work  keep giving me \""http status 404 - /buku/\"" error  ",3,spring,12,3,0 0 0,58 0 100,0,1,356,1,0,0,0
4563, i created a spring mvc application using freemarker template as view part. in this tried to add a model using forms.i am also using spring security here is the code    employee.ftl         employeecontroller.java         web.xml         spring-security.xml         when click submit button it returns error `        http status 405 - request method 'post' not supported      ` i gave post method on both ftl and controller. then why would this happen?  ,4,spring,12,3,1 0 0,75 0 73,1,1,454,63,0,73,1
4564," when save method of mybean is called aspect not getting called     mybean.java         appconfig.java         mylogger.java         }    applicationcontext.xml         iam calling save method only \""save is called \"" gets printed. thanks in advance  ",2,spring,12,3,1 0 0,80 83 67,1,1,251,46,0,38,0
4565," i've inherited some java code. several classes have their instance variables initialized from property values in /web-inf/servlet.properties like this:         when i try this in a new class  the instance variable is not initialized. my class is constructed similarly to the one that works  but it is in a different package (com.company.app.utilities vs. com.company.app.service) both import the same class:         both have corresponding public getter and setter methods.    i've reviewed some spring documentation and /web-inf/applicationcontext.xml  but i don't see anything obvious that i need to configure.    any assistance is greatly appreciated.    update: i see the following entries in the log:         i've omitted all other singletons from the log entry  to highlight that both the original class and my class are in the list; however  i created a constructor  whereas the original class has no constructor. the next line in the log is the exception i throw in a getter method when the value is null  caught inside the constructor:         ...    should i remove the constructor? if so  is there additional spring configuration to instantiate a singleton of this class? thanks.    update 2014-12-03: i think i've been away from java too long  as the last time i coded aop  there was no spring framework  and it's got me a bit confused. when you say \""instantiated by spring\""  does this mean to place @autowired in the class that uses my new class?  i've made this change and i've rewritten my class to implement an interface  but now tomcat fails to restart properly.  code  properties and logs below:         the classes that use s3transfer now have the following code:         both /web-inf/applicationcontext.xml and /web-inf/app-web-servlet.xml have the following elements within the complex bean element:         when i restart tomcat  initialization fails.  here are some of the relevant log entries:         update 2014-12-03 14:50 est: apparently  both my interface and class needed an @service annotation  as tomcat restarted successfully.  what is the purpose of this annotation?  ",3,spring,12,2,0 0,38 75,0,1,2106,3,0,0,0
4566, i wonder if there is a way to extract properties from spring environment (e.g. obtained from applicationcontext) in the form of properties instance? or  at least  is there a way to enumerate the properties in spring environment  or get them all as a map  or any other way i can turn a [initially unknown] set of properties into a properties object?    i need this in order to create a jclouds   by calling   and  . the idea is to configure the actual cloud provider solely by means of .properties file  and i don't want to couple application logic with provider-specific properties.     [update]     the .properties files to be used are configured using    and it actually specifies a list of paths  like this:         which suggests that the .properties file is searched in the mentioned list of locations in order. i would like to achieve the following:      keep the list of .properties files and their possible locations in this xml definition file only;   allow to place jclouds related properties in  any  of the .properties files mentioned in the xml;   access the properties  resolved and loaded by spring  in the form of properties object so i am able to feed that to jclouds  .      please let me know if all of this is feasible. thank you in advance!    -vlad  ,3,spring,12,2,1 0,84 85,0,1,1273,26,0,0,0
4567, i created a spring application where i decided to add a basedao to eliminate redundant create  update delete findbyid and findall methods for every dao. so i created a basedao and every dao should extend this basedao.    basedaoimpl         then i extends this dao to each dao    employeedaoimp         i created a baseservice like this. but when i try to access basedao methods from employeedao it returns null pointer exception. why this happen. i dont want to use genericdao from google. because we should create daos for each model. i want to eliminate this. so i follow this method.  ,3,spring,12,4,1 0 0 0,45 0 67 63,1,1,590,63,2,73,1
4568," i have been putting efforts in understanding this error. i have gone through most of the questions related to this and i am not clear as most of them addressed how to solve it. i want to understand what error is and why is it  coming . please help me in understanding below :      why does spring look into current thread for the scope \""session\"" ? does spring store all the request attributes and session attributes in the thread context ?      2.i recieve this error inconsistently. if it is an issue  it should come all the times.  below is my code snippet.    -- application context         -- web.xml         -- logs:       ",2,spring,12,2,1 0,82 67,1,1,631,91,1,88,1
4569, i need to download this java class:         but i can't find where to download  i really clicked everywhere upon that website. can someone help me to find this code?     it's accepted any other website or link with code of this class.  ,3,spring,11,3,1 1 0,50 100 100,1,1,237,54,0,100,1
4570, i'm writing log system for spring mvc. i will send userid to procedure.          i need to insert element head of args  how can i do? ex.       ,4,spring-mvc,12,2,2 0,75 68,1,1,145,10,0,47,0
4571, i am new to spring mvc   i have downloaded a small spring mvc project . the project is executing fine but it this project  interfaces and classes are being used . like           and            my  doubt is if we are using    what is the need of implementing   ? same thing is there in   and  .  ,2,spring-mvc,12,5,2 1 1 0 -1,0 80 67 75 67,0,1,296,5,1,0,0
4572, the jsonobject is always coming as empty for the method below.         and my ajax is like this. i am ways getting the object as empty map on the server side       ,2,spring-mvc,11,2,0 0,100 100,1,1,165,96,0,38,0
4573, i have a controller with @requestmapping  but i want to enable this controller mapping only when some conditions are met (eg. some database value or other application condition allows it). is it possible by some simple way to activate/deactivate whole @requestmapping for example based on checking some method like ismapppingallowed() from mappingcontroller spring bean ? is it possible to even activate/deactivate at runtime when the context is already loaded ?  ,2,spring-mvc,11,3,0 0 0,100 0 57,1,0,465,426,1,86,1
4574, here is my code snippet which adds an arraylist to model attribute         i have accessed each billsearchresult attribute's on jsp page as follows         how can i access the first index of   array without using foreach(i want to access   )  ,2,spring-mvc,11,3,1 0 0,76 100 0,0,1,245,1450,0,47,0
4575," i would like to develop a java web app (eg: spring-mvc) with a left menu containing \""groups\""  each group as a set of links available to open whatever functionality represents.    i would like each \""group\"" to be independetly deployable with a jar approach  so it would be something like:      i put a new jar in the plugins folder    the web app automatically detects the plugin    a new group is automatically shown at the left menu   clicking any link of the new group calls the controller included in the new jar and elements are displayed at the center div of the app       my question is : is there already any framework to manage the plugin detection / registration ?    i've read that osgi could be a solution to approach this architecture  but i am not sure if this is the right choice for what i need.  ",5,spring-mvc,11,2,1 0,86 78,1,0,816,433,1,90,1
4576, i follow spring security 3.2 doc to write a sample app. http.authorizerequests().anyrequest().authenticated() is this mean any request is deny who is not login? but i access any url it's accessable. is something config i has missing?         }    springmvc config         spring security config       ,3,spring-mvc,11,2,0 0,80 100,1,1,302,104,1,72,1
4577, spring mvc - how can i get mapping info in interceptor?    ex - when user request  /user/12345  url  i want to get  /user/{id}  string in interceptor. how can i do?       ,4,spring-mvc,10,2,0 0,99 100,1,1,172,479,0,100,1
4578," recently i am using spring security basic authentication for my rest services.    below is the security xml configuration:         spring framework and spring security that i use:         i map my rest services to url prefixed with \""rest/\"" and when i access the url for the first time  the browser prompt the username and password field of basic authentication. i fill it with the right credential and my controller accessed successfully.    however if i try to access the same url with browser again  it will not prompt me the username and password field of basic authentication again and directly access the url.    i expect that browser always prompt me with basic authentication because i set create-session attribute to never.    so  am i missing something?   ",4,spring-mvc,9,2,1 0,70 67,1,1,768,63,1,50,1
4579, i recently started to learn spring mvc and i got stuck at the beginning.  i have a newbie question but i didn't find any solution yet  or in other worlds; none of found solution worked.  so  i try to make my first simple spring mvc application that prints some text after clicking the link but when i run application i get   and in glassfish logs;      i think that i messed something with configuration but i cannot figure out what ;/ here is my web.xml:             example-servlet.xml;             and helloworldcontroller class;         i have   inside   and      and   inside  .  i would much appreciate for any help. thank you from advance. @edit: request mapping works like charm but still welcome page isn't working.  my project structure looks like this:         tl;dr i have my welcome page   in   directory and rest in   and   i have added welcome-page to web.xml:         and still after typing   get http 404. @edit: when i request   everything works ok.  ,2,spring-mvc,8,2,2 0,99 95,1,1,970,136,0,95,1
4580, in a spring mvc project i've a dao class  :         and i should use it inside a controller  say  :         how can i create an instance of the userdao object and use it inside a controller method?  ,4,spring-mvc,8,3,5 1 0,33 17 64,1,1,200,126,0,17,0
4581, i dont know where to put the business logic in spring mvc because i'm new to it. i have a clue on what to do but because of lack in knowledge in spring mvc  i don't where to start. i would also like to ask if somebody knows where i can get a good tutorial on this or a complete sample of a spring mvc web application that has a business logic on it? anyways  the business logic that i was talking about is all about database handling :)  ,3,spring-mvc,8,2,4 0,89 92,0,0,439,1,0,0,0
4582," i'm using spring 3 mvc tiles with wildcars and i do gets the values ??of the parameters. i have defined my view:         the method calls the handler:         and i'm using the tilesview:         the result is the following error: el servlet.service () for servlet jsp threw exception javax.servlet.servletexception: jsp file \""/ web-inf/views/recursos/detalle / jsp {1}.\"" not found    javax.servlet.servletexception: jsp file \""/ web-inf/views/recursos/detalle / jsp {2}.\"" not found  ",5,spring-mvc,7,2,0 0,67 12,0,1,488,15,0,12,0
4583, hi i need help regarding sending email periodically in spring mvc can anyone suggest which is the best way and how i can achieve this    ,2,spring-mvc,7,5,1 0 0 0 0,100 37 86 24 0,0,0,138,144,2,36,0
4584, i come from a perl background and am writing my first java mvc web application using spring.    my webapp allows users to submit orders which the app processes synchronously by calling a third-party soap service. the next phase of the project is to allow users to submit bulk orders (e.g. a csv containing 500 rows) and process them asynchronously. here is a snippet of my existing controller:         i plan to create a new   to deal with the incoming csv and modify the   to be able to break the csv apart and persist the individual orders to the database.    my question is: what is the best approach to creating background workers in an mvc spring app? ideally i would have 5 threads processing these orders  and most likely from a queue. i have read about   or submitting a   to a   bean and am not sure which way to go. some examples would really help me.  ,3,spring-mvc,7,2,1 0,80 71,1,1,864,152,5,64,1
4585, i have created a spring mvc rest service using bean validation 1.2 with the following method:          if object isn't valid  tomcat informs me that   and my   is never called.    how can i get the message that was defined in the   bean? should i used some filter or interceptor?    i know that i can rewrite like below  to get the set of  s from the injected    but the above seems more neat...       ,3,spring-mvc,7,2,1 1,63 57,1,1,403,293,0,86,1
4586, i am having some trouble understanding this. can someone help me better understand this?         q-1) ow  when i open a particular page  i can't visualize the flow. i've read about dao  controller   service etc and i understand them individually but i am really confused when i club all together what's the order of execution? whats the flow exactly ? is it that  first the view is loaded then it sends js request to fetch the necessary data from backend and then the controller and service are invoked and the dao queries the db? then how does the api come into picture? dao deals with the api?     q-2) why do we need xyz.properties? i have removed a module from my page. if i remove a particular js file(related to that module) from the scripts.properties  then ideally that js should not get executed at all right? then still why would i see the api call to fetch the data related to that module? i don't see the module but i sure see the api call. why is that?   ,3,spring-mvc,7,2,3 0,89 78,0,1,969,1,0,0,0
4587, in my spring application  i have a form which is data input both for a pojo class and a multipart file (image file). the form looks like this:         the submission of this form is handled by this method in my controller:         the data from   is stored in the databasae  and the data from   is stored on disk (in the folder: /src/main/resources from my project).    the problem is when i submit the form  with or without a selected image file  i get this error:         anyone knows how to avoid this error and save the data in the server (object and image)?  ,3,spring-mvc,7,2,0 0,89 78,1,1,565,272,1,84,1
4588," update: the project works in tomcat  i just wasn't browsing to the right url. this seems to be a jboss problem.    i have been trying to follow the steps in this tutorial:  http://www.mkyong.com/spring-security/spring-security-hello-world-annotation-example/     the login/logout page is accessible  and accessing a restricted page redirects to the login page correctly  but when i log in  i get a 404 error and \""jbweb000124: the requested resource is not available.\"" i have tried running the project on jboss and tomcat. here are all the files i'm using:    pom.xml:         appconfig.java:         securityconfig.java:         securityinitializer.java:         springmvcinitializer.java:         hellocontroller.java:         admin.jsp:         hello.jsp:         i'm not really sure how to start debugging this  since i get no descriptive errors.    startup logs:       ",5,spring-mvc,7,2,0 0,50 50,0,1,876,28,0,0,0
4589, i am trying to develop a spring mvc based web application with following requirements.      user will swipe his/her magnetic strip or chip card on a card swiping machine.   the machine will read card information on card and will transport the same to my web application.      my questions are.      is it possible to transport information from swipe machine on internet (obviously the machine is connected to internet)   how do i configure the swipe machine to so it would transport information to my web application (should i expose a rest web service).   how do i decode the data which is transported by swipe machine in my spring controller or web service      thanks you very much for any help anant  ,2,spring-mvc,7,2,0 0,89 81,1,0,706,48,0,25,0
4590, i am writing a simple spring mvc login form example. i am getting below error in netbeans         i am using spring 3.2.7. it was not having spring security jar. so i got it downloaded using maven. it's version is 3.2.4. what is this error? there's no error in code. what must have gone wrong? for last 3 hours i have been trying to run a simple example  but totally hammered by this error. please help  ,2,spring-mvc,6,3,1 0 0,88 88 86,0,1,405,1618,0,85,1
4591, i'm using spring mvc to create my project webapp. what i want is how to upload images on my windows azure account cdn (content delivery network)?  ,4,spring-mvc,6,2,0 0,100 67,1,0,148,52,1,67,1
4592, i have a webapp which i deploy on google appengine. i believe that the issue is not related to gae  but there is something that i am missing...     basically  i want to force the user to be authenticated in order to see/use anything that is under   dir. i have html page that is under this dir  but the user can easily navigate to it (without being authenticated). how do i secure it using ss?     i read  this  and  that   tried it but it did not help :-(    my config - web.xml:         spring-servlet.xml:         my proj hierarchy:         ...thanks in advance!  ,3,spring-mvc,5,2,1 0,50 89,1,1,568,1872,1,89,1
4593, if i have a   method whose parameter is a   param  i usually have to write some jquery script or something similar to perform an ajax request with   object in order to call that method. if i tried calling that method via a web browser directly  it returns with a error  .     is there any alternative to just quickly call such method using browser without having to write some   code? like perhaps a way to write the   object in the  url/address bar?     code:         i thought maybe i could just do:         maybe spring would auto populate a new testparams instance with that property set to 1 but that didnt work...    maybe i need to do something extra for that?  ,2,spring-mvc,4,5,2 2 0 0 0,99 40 0 0 64,1,1,670,365,1,66,1
4594, i have a rest api to an application with all controllers found under    these all return json responses with a   which handles all exceptions to map to json formatted results.    this works great as of spring 4.0   now supports matching on annotations. what i can't work out is how to return a json result for a 401 - unauthenticated and 400 - bad request responses.    instead spring is simply returning the response to the container (tomcat) which renders this as html. how can i intercept this and render a json result using the same technique that my   is using.     security.xml           xbasicauthenticationentrypoint          i can solve 401 by using the   to write directly to the output stream  but i'm not sure it's the best approach.         i am yet to figure out how to handle 400 though  i once tried a catch all controller which did work  but it seemed that sometimes it would have odd conflicting behaviour with other controllers that i don't want to revisit.    my   implementation has a catch all which if spring throws any exception for bad request (400) it should in theory capture it  but it does not:       ,3,spring-mvc,4,3,2 0 0,90 0 75,0,1,1131,5738,3,75,1
4595, i have following code using which i am manually getting instance of class as per request came for processing.    suppose i have one interface which will be implemented by each class :         and following are class in which i am implementing that interface and each class have different body as per request :         following is class that return instance manually as per request :         i have also tried like   but that give me null instance so i have used   and work perfectly.    now when i will call   in any class to process request it will give me instance of that class as per request.    so my question is that is there any method so i can get instance automatically without   and other static data in   method ?         update :       i have called this method in other method name  .    and for all i have made commands and mapped each with form data using modelmapper.    like :         and in   method.     sample class code :          now as per request to the /api/foo/ it will pass to various method like if post then add and put then update and if delete then delete methods like so on  to explain full flow and code of my project is somewhat impossible because it takes so much time to make first skeleton.    now as per request came in controller i have to just map data as per request and called method   in that controller class.    anyone know about it then please give me guidance.  ,4,spring-mvc,3,2,0 0,80 82,1,1,1411,2216,0,82,1
4596, i have a studentdao interface as         and studentdaoimpl as the class that implements this interface (i have not included the code for this studentdaoimpl class here)    so here i found as         so my question is why not         and how does   work withiut instantiating.    i found this while learning spring framework and i am new in spring.  ,2,spring-mvc,3,2,0 0,21 75,1,1,351,3,0,0,0
4597, i have the problem just like the title. i know there is a   in spring mvc  it has a parameter  . but it failed when try to use it.    actually i found the   is useless. according to my trying  it always be o.k. using   where the url is with/without  .  so  i don't know what totally the   is. then  whichever the   or  is  it throws exception with url parameter like  .    and my handlermapping &amp; adaptermapping are requestmappinghandlermapping and requestmappinghandleradapter    the version of spring mvc is 3.2.4    please tell me what's going on with the spring mvc?    thanks advance:)  ,3,spring-mvc,3,2,2 2,50 92,0,1,597,582,0,75,1
4598, my dispatcherservlets:         all request are delegate to first controller. i want to create two servlets       with request like      request like        what patterns i must set?  ,2,spring-mvc,3,2,3 0,99 17,1,1,184,152,0,75,1
4599, i have a spring mvc controller throw two kind of exception:         then i write a aop class to hanlder the exception then return model like this:         the aop is work . but the the result is error. system error:    org.springframework.web.util.nestedservletexception: handler processing failed; nested exception is java.lang.nosuchmethoderror    is aspect class cannot return modelandview to controller?  ,3,spring-mvc,2,2,4 2,85 99,0,1,410,13,0,25,0
4600, i have a search   service implemented using   that returns a response in  . the response contains hrefs (self  etc) that contain the search term. a chinese search term is not displaying correctly in the hrefs  it is displayed like this:    %e5%a4%aa%e9%99%bd%e7%b3%bb%e4%b8%ad    i tried using   but that didn't work.     edit     i found the root cause  it was a call to   that was causing the issue.   ,4,spring-mvc,2,2,0 0,91 70,0,1,405,336,0,56,1
4601," i am developing a small application using spring mvc where i need to have option to delete each item from cart (in case customer feels he donot need after adding to cart). i have got a \""delete\"" button below each item item.(the items added are in a list).my pupose is when i click delete button against a particular item only that item should be removed from the cart.    i have written some code but it is remove lastest added items from cart and not required one.    i know my mistake but not able to proceed further.here is what i implemented. this is jsp :         this is my controller:         please suggest me how i will be able to delete the element again the delete button from the list.    thanks maruthi  ",2,spring-mvc,2,2,0 0,80 67,0,1,719,28,0,0,0
4602," hi i have made ??an if query and this question goes to the server. however  the server will only accept 2 numbers and a decimal number (99.9) but i have to count up to 100  the server always gives me an error. do you know maybe how i can catch this error so that my software anyway counts to 100. it must not be output to the server. the program should run only on. he shall not make it stop at 99 again and continue counting down so when he comes at 99 and then 100.    public static void main(string[] args)       {         that's my \""software\"" and the exception is:          so i hope you can help me.    thats my main        ",2,spring-mvc,2,3,0 0 0,99 90 0,0,1,632,30,0,57,1
4603, there is simple model of associated entities:    mainmodel class         associatedmodel class         simplest jpa repository for mainmodel         and finally  controller's method for creating and saving associatedmodel instance         associated obect saves into database correctly  but  id  value of this object  allowed by its   method  always  zero . how can i get id of the saved associated object correctly?  ,4,spring-mvc,1,3,1 0 0,0 72 97,0,1,419,313,0,97,1
4604, i'm trying to read some props from  . it locates in  . this is how i do:         what   should contain? i was trying to put it in    like    but it throws  . i googled that file should locate in  (in   as i understood). what is wrong?      ps. i'm using spring.   ,3,spring-mvc,1,2,2 1,99 17,1,1,265,412,0,83,1
4605, it seems that dispatcher-servlet unable to perform component scan using.         in my controller file ( hellocontroller.java ) under package  abc . code is written as follows:         my application name is  springmiddle . when try url as:         i do have following url pattern in web.xml         it shows me error http 404 not found.     edit:  : it shows me warning        ,3,spring-mvc,1,2,4 0,67 92,1,1,379,55,1,60,1
4606, i'm working on the porting of an old .net web application to java + spring mvc + jpa.    and an old problem is raised up again. in this question  jquery datatables server-side pagination  i was looking for a .net solution. and finally i found it.    now i need to know if something similar exists for java applications. i googled a bit  but i didn't find nothing realy complete...  ,4,spring-mvc,1,3,1 0 0,0 58 88,1,0,383,4703,2,88,1
4607, i am absolutly new in hibernate and spring development and i have the following problem    i have this entity class named km_projectinfostatus that map a db table named km_project_info_status  so i have this class:         as you can see in the previous snippet  uppon the class are definied 2  named queries   these:         1) the first one is named  kmprojectinfostatuslist  and select a list of rows from my  km_project_info_status  table.    2) the second one is named  kmprojectinfostatusbyid  and select a single row from my  km_project_info_status  table using the id in the where condition.    then i have to implement a spring service that realize a dao.    so i first create an interface named as  kmprojectinfostatusservice  in which i declare the method of my dao:         i am absolutly new in hibernate and spring development and i have the following problem    i have this entity class named km_projectinfostatus that map a db table named km_project_info_status  so i have this class:         as you can see in the previous snippet  the class contains also 2 named queries  these:         then i have to implement a spring service that realize a dao.    so i first create an interface named as kmprojectinfostatusservice in which i declare the method of my dao:    public interface kmprojectinfostatusservice {         }    finally i create the  kmprojectinfostatusserviceimp  class that implement the previous interface and that represent my concrete dao:         as you can see in this class i implement the 2 methods  getprojectinfostatuslist()  and  getprojectinfostatus()  declared in the interface. these 2 methods use respectivelly the  getstatuslist()  to perform the first named query to obtain the list and  getstatus()  that perform the second query to obtain an object from its id.    the problem is that when i try to execute my project an  hibernateexception  is throwns and i obtain the following error message in the stacktrace:         why? what could be the problem? what am i missing? how can i solve this issue?  ,4,sql,12,3,2 1 1,77 86 0,1,1,2050,3074,0,62,1
4608, i want to use   to configure to log all   statements. but how?    i found the   and enabled  . but how can i control the file to that the log statements are written? (eg: c\\logs.txt)  ,4,sql,12,2,0 0,93 82,0,1,186,6426,0,93,1
4609," need to compare the value obtained in my sql query but the attribute that want to compare has n results that are: \""administrador\""  \""financeiro\"" and \""operacional\"". it was to run the if in the code below  but i'm doing some wrong comparison and is running else.         i hope you can help me on this.    thank you.  ",4,sql,12,6,2 0 0 0 0 0,100 0 74 0 0 75,1,1,322,10,0,75,1
4610, hey guys i have a problem in validating my delete query anything i type even if the data is not on my database it keeps deleteing it says success i want it to have an error if the user type a data that is not exists in the database. here's my code:    try{         thank you for help guys! :)  ,4,sql,12,3,1 1 0,0 100 14,0,1,295,10,0,0,0
4611, i want to sort java strings in alphabetical order. the sort should work similar to oracle sql order by. i've tried to use the java collator  but it prioritizes the small letters over the large letters. there are problems with the non english letters too...    for example:         returns the strings in the followin order: a  a  ÌÄåÁ  ÌÄåÁ  ÌÄå_  ÌÄå_  b  b  c  c (it is correct for me)         orders the strings like this: a  a  ÌÄåÁ  ÌÄå_  ÌÄå_  ÌÄåÁ  b  b  c  c (there is a problem with the ÌÄåÁ  ÌÄå_  ÌÄå_  ÌÄåÁ order)    (the locale is the same in both cases)    i don't want to type the whole alphabet  because i will propably forget some special letter. out application will be used by many different people from many european countries.  ,5,sql,12,3,2 1 0,100 100 0,0,1,714,25,3,60,1
4612, hibernate beginner here  this is probably a basic question.    say i have two hibernate objects:   and   in a one-to-many relationship. one department can have many  .    i have a   of   objects and want to to retrieve all   that are in those departments. for example  in sql it's easy:         what is the correct and proper way to do this in a   find? the example i've seen seems hopelessly verbose and involves creating a list of   and then overriding  . can i do this directly using the   instead of creating a list of object ids?       ,5,sql,12,2,1-Jan,83 29,1,1,542,185,3,67,1
4613, i am trying to retrieve data from my database here this is my code  followed by the error. what's going wrong?  any help appreciated in figuring out why it returns the error message it does.    my code:         given exception error:       ,3,sql,12,2,2 0,100 91,1,1,241,8,1,0,0
4614, i will be having a database table with a few million entries  eg products of an online shop. if one is out of stock  i want to mark it somehow  and i want to exclude it from any   sql fetches.    therefore i though one of the following options:      each product already has an integer count of availability. i anyhow have to set that = 0.     or i could introduce a   field that i set to false if out of stock  and the query would then be        question: will this make any difference? are there reasons one of these options should be preferred?  ,3,sql,12,3,2 0 0,93 0 75,1,1,550,6426,1,93,1
4615, i am trying to make a variable table name through java.    my code is :         it gives me a syntax error saying:    incorrect syntax near 'variabletablenameichose'.    does anyone have any ideas?  ,2,sql,12,2,1 1,78 80,1,1,200,13,2,0,0
4616," i'm creating a java program where a user sends sql commands to a database. when there is an sql exception  such as \""duplicate entry '1' for key 'primary'\""  this message displays in the terminal  which is fine. however  i want to somehow store this message and display it again in another place in the program but i'm not quite sure how to do this. here's what i've tried so far:         whenever i try this  \""null\"" is displayed rather than the message. i thought getmessage() was what i needed for this but apparently it's not. what am i doing wrong?  ",3,sql,12,2,0 0,44 83,0,1,557,25,0,0,0
4617, the query i have is      when is passed in   the query become      even if i escape the plus with backslash it doesn't work cause the backslash is a special character in this library too.  ,3,sql,12,4,0 0 0 0,0 80 0 100,0,1,190,23,2,0,0
4618," i have here my code for login and i am encountering this error   \""java.sql.sqlexception: no value specified for parameter 2\""    sometimes   \""java.sql.sqlexception:parameter index out of range (1> number of parameters  which is 0).\"" i really don't have any idea.         }  ",3,sql,11,2,1 0,75 100,0,1,278,10,0,50,1
4619, i tried to save / edit / delete a new row in the database. writing in the gui values to be saved with gettext ()    here is the code         getting this error: column not allowed here    above code just takes care of insert operation. how can i delete and modify table record?  ,4,sql,11,3,1 0 0,100 0 100,1,1,280,41,0,100,1
4620, i am trying to connect to a database  execute a select statement  and then output the results of that statement in a jsp page. i have been able to connect to the db  and (i think) execute the command  but either my   has nothing in it  or i am not displaying the results properly.     i have looked at some examples of how this is done  and my code is pretty much identical. when i run the code the resulting web page only has these empty lines where the output data should be. it does however  have three rows of empty lines  which is the number of tuples the query should return. my code is:         also  when i tried to run the query with a   at the end  it would not run. but when i removed it it ran. is there some reason you don't need to terminate queries with a   when using jdbc?  ,5,sql,11,3,0 0 0,86 86 96,1,1,792,91,2,82,1
4621, i am trying to create a checkout simulation for my coursework. so every time i search for an item i can retrieve it from the database and display it on the jtable. however  once i add an item to the list and try to add another item the old item get replaced by the new item.    i am trying to list all the item in the jtable  this is my code:       ,3,sql,11,3,1 0 -1,60 77 0,1,1,350,8,0,0,0
4622," i am not entirely sure how to word this question  but here it goes.  i'm trying to return a value from a select statement. its only one value because the value i'm returning is from the primary key column.     the sql statement is      my method for getting the value looks like this:         i do have a   method too.    here is what im using to call the  method:         the code above was written for a      right now  for the   i'm getting a \"" \"" .. i don't understand how it is so.. but i'm assuming that resultset is the wrong choice here.     my question is.. what can i use there that can work?    any help or clue as to what im doing wrong is much appreciated.   ",5,sql,11,5,2 1 1 1 0,96 0 0 0 100,1,1,674,45,0,100,1
4623," i'm using the tutorial at  http://www.vogella.com/tutorials/mysqljava/article.html  to try tp connect to my sql server on my server    when it executes the line:         an exception gets thrown saying \""     this is what i did 1. downloaded the \""mysql-connecter-java-5.1.33.bin.jar into my lib folder 2. added the jar to my project from preferences.    project code:       ",3,sql,10,3,0 0 0,100 0 68,1,1,376,1535,0,78,1
4624, i know that i can count the entries in sql with         but i don't know how do perfom that in java.    this is my code to perform a sql command.         result:         but it should return > 20    my code:       ,4,sql,10,2,3 0,80 40,1,1,215,32,0,75,1
4625, i'm trying to insert skeleton data into a database using jdbc.    so far my code is:         i need to create 100 entries for this and i'm not too sure how to go about doing it. all i want is the student id  titleid  forename and familyname to increment by 1 until it reaches 100 entries with those rows filled in  date of birth doesn't need to be altered. i'm asking how to do a loop for this  ,5,sql,10,2,2 0,90 67,1,1,396,7,0,0,0
4626," i have to write this query using querydsl:         however  i don't know how to use two fields (field1 and field2) with an \""in\"" operator in querydsl. i have been looking for it in the documentation but i haven't seen any example of two fields.    this is what i have so far:         any help would be appreciated    thank you very much in advance  ",4,sql,10,3,1 1 1,100 91 83,1,1,351,789,2,73,1
4627, i have a table like below:         i mean one user can have more than one row. i have to reach following result:         how can i achive this with hibernate criteria?  ,4,sql,10,2,2 2,100 86,1,1,170,88,0,75,1
4628," im trying to compare the two values i get from my database and will return true if both values are null or it doesnt exist in my database. and i already try debugging in netbeans it will jump from rs.getstring(\""post_id\"").equals(\""\""); to return liked; it will not read the next rs.getstring and if statement. here is my code by the way       ",2,sql,10,2,1 0,60 95,1,1,345,109,1,77,1
